,Unnamed: 0,Drive Name,Size,"Disk Rating
(higher is better)","Rank
(lower is better)","Drive Value
(higher is better)","Price
(USD)",lien,Sequential Read,Sequential Write,Random Seek Read Write (IOPS 32KQD20),IOPS 4KQD1
1164,6380,SAMSUNG HM250HJ,218.2 GB,642,8851,4.79,$134.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HM250HJ&id=1557,NA,NA,NA,NA
1165,6383,SAMSUNG HM251HI,232.9 GB,512,9263,7.44,$68.89*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HM251HI&id=345,71 MBytes/Sec,70 MBytes/Sec,4 MBytes/Sec,0 MBytes/Sec
1166,6385,SAMSUNG HM251JI,135.2 GB,289,10298,1.83,$157.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HM251JI&id=1558,NA,NA,NA,NA
1167,6388,SAMSUNG HM320HJ,298.1 GB,719,8607,10.46,$68.79*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HM320HJ&id=1560,104 MBytes/Sec,96 MBytes/Sec,6 MBytes/Sec,0 MBytes/Sec
1168,6389,SAMSUNG HM320II,100.1 GB,454,9493,5.07,$89.56*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HM320II&id=1561,NA,NA,NA,NA
1169,6390,SAMSUNG HM320II,298.1 GB,438,9556,12.53,$34.95,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HM320II&id=17097,61 MBytes/Sec,58 MBytes/Sec,4 MBytes/Sec,0 MBytes/Sec
1170,6391,SAMSUNG HM320JI,290.2 GB,387,9792,9.69,$39.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HM320JI&id=1562,51 MBytes/Sec,55 MBytes/Sec,4 MBytes/Sec,0 MBytes/Sec
1171,6392,SAMSUNG HM321HI,298.1 GB,514,9255,14.96,$34.36*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HM321HI&id=414,71 MBytes/Sec,70 MBytes/Sec,4 MBytes/Sec,0 MBytes/Sec
1172,6397,SAMSUNG HM500JI,465.8 GB,451,9503,9.03,$49.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HM500JI&id=426,55 MBytes/Sec,69 MBytes/Sec,4 MBytes/Sec,0 MBytes/Sec
1173,6398,SAMSUNG HM500JJ,465.8 GB,668,8757,2.31,$289.89*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HM500JJ&id=663,94 MBytes/Sec,90 MBytes/Sec,6 MBytes/Sec,1 MBytes/Sec
1174,6401,SAMSUNG HM501II,465.8 GB,477,9390,17.94,$26.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HM501II&id=915,NA,NA,NA,NA
1175,6402,SAMSUNG HM640JJ,581.5 GB,648,8827,9.26,$69.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HM640JJ&id=1565,NA,NA,NA,NA
1176,6403,SAMSUNG HM641JI,596.2 GB,550,9150,3.93,$139.98,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HM641JI&id=246,75 MBytes/Sec,77 MBytes/Sec,4 MBytes/Sec,0 MBytes/Sec
1177,6404,SAMSUNG HN-M101MBB,931.5 GB,608,8978,11.88,$51.19*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HN-M101MBB&id=293,85 MBytes/Sec,82 MBytes/Sec,4 MBytes/Sec,0 MBytes/Sec
1178,6408,SAMSUNG HN-M500MBB,465.8 GB,636,8871,9.88,$64.41*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HN-M500MBB&id=604,90 MBytes/Sec,86 MBytes/Sec,5 MBytes/Sec,0 MBytes/Sec
1179,6409,SAMSUNG HN-M640MBB,596.2 GB,619,8941,3.92,$157.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HN-M640MBB&id=3345,NA,NA,NA,NA
1180,6410,SAMSUNG HN-M750MBB,698.6 GB,547,9160,10.32,$53.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HN-M750MBB&id=1566,NA,NA,NA,NA
1181,6411,SAMSUNG HS06THB,55.9 GB,176,10681,3.2,$54.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HS06THB&id=1567,NA,NA,NA,NA
1182,6415,SAMSUNG HS122JC,111.8 GB,181,10664,2.31,$78.29*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20HS122JC&id=1570,NA,NA,NA,NA
1183,6418,Samsung MCBQE64GBMPP,59.6 GB,209,10543,5.7,$36.66*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20MCBQE64GBMPP&id=3188,NA,NA,NA,NA
1184,6423,SAMSUNG MMCRE28G8MXP-0VB,119.2 GB,806,8420,12.4,$65.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MMCRE28G8MXP-0VB&id=2486,NA,NA,NA,NA
1185,6425,SAMSUNG MMCRE28G8MXP-0VBL1,108.3 GB,748,8538,8.94,$83.67*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MMCRE28G8MXP-0VBL1&id=1578,NA,NA,NA,NA
1186,6430,SAMSUNG MP0402H,37.3 GB,183,10657,8.87,$20.62*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MP0402H&id=1586,NA,NA,NA,NA
1187,6438,SAMSUNG MZ1LB960HAJQ-00007,894.3 GB,"18,400",1296,65.02,$283.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ1LB960HAJQ-00007&id=27913,"2,612 MBytes/Sec","1,226 MBytes/Sec","1,285 MBytes/Sec",56 MBytes/Sec
1188,6455,SAMSUNG MZ7LF128HCHP-00000,119.2 GB,"2,232",7020,37.2,$59.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7LF128HCHP-00000&id=9707,400 MBytes/Sec,134 MBytes/Sec,86 MBytes/Sec,14 MBytes/Sec
1189,6467,SAMSUNG MZ7LM240HMHQ-00005,223.6 GB,"2,832",6160,14.52,$195.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7LM240HMHQ-00005&id=14169,277 MBytes/Sec,270 MBytes/Sec,235 MBytes/Sec,30 MBytes/Sec
1190,6468,SAMSUNG MZ7LM480HCHP-00003,447.1 GB,"4,242",3555,42.42,$99.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7LM480HCHP-00003&id=12387,NA,NA,NA,NA
1191,6476,SAMSUNG MZ7LN128HCHP-000H1,119.2 GB,"3,000",5841,120.05,$24.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7LN128HCHP-000H1&id=11635,497 MBytes/Sec,151 MBytes/Sec,181 MBytes/Sec,29 MBytes/Sec
1192,6477,SAMSUNG MZ7LN128HCHP-000L1,119.2 GB,"2,755",6297,32.8,$83.98*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7LN128HCHP-000L1&id=9982,433 MBytes/Sec,150 MBytes/Sec,172 MBytes/Sec,28 MBytes/Sec
1193,6484,SAMSUNG MZ7LN256HCHP-00000,238.5 GB,"3,677",4486,61.28,$60.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7LN256HCHP-00000&id=10252,496 MBytes/Sec,273 MBytes/Sec,247 MBytes/Sec,30 MBytes/Sec
1194,6500,SAMSUNG MZ7LN512HCHP-00000,476.9 GB,"3,758",4338,17.9,$209.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7LN512HCHP-00000&id=11435,430 MBytes/Sec,374 MBytes/Sec,261 MBytes/Sec,31 MBytes/Sec
1195,6512,SAMSUNG MZ7PC128HAFU-000H1,119.2 GB,"3,298",5242,73.31,$44.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7PC128HAFU-000H1&id=4466,446 MBytes/Sec,245 MBytes/Sec,233 MBytes/Sec,19 MBytes/Sec
1196,6520,SAMSUNG MZ7PD128HCFV-000H1,119.2 GB,"3,586",4662,74.7,$48.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7PD128HCFV-000H1&id=8576,446 MBytes/Sec,359 MBytes/Sec,187 MBytes/Sec,29 MBytes/Sec
1197,6524,SAMSUNG MZ7PD256HAFV-000H7,238.5 GB,"3,784",4294,77.23,$49.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7PD256HAFV-000H7&id=6117,455 MBytes/Sec,364 MBytes/Sec,232 MBytes/Sec,31 MBytes/Sec
1198,6529,SAMSUNG MZ7TD128HAFV-000,119.2 GB,"2,514",6652,68.79,$36.55*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7TD128HAFV-000&id=4097,494 MBytes/Sec,118 MBytes/Sec,94 MBytes/Sec,19 MBytes/Sec
1199,6530,SAMSUNG MZ7TD128HAFV-00000,119.2 GB,"2,094",7172,9.11,$229.89*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7TD128HAFV-00000&id=4089,403 MBytes/Sec,116 MBytes/Sec,79 MBytes/Sec,16 MBytes/Sec
1200,6531,SAMSUNG MZ7TD128HAFV-000L1,119.2 GB,"2,352",6889,29.04,$80.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7TD128HAFV-000L1&id=5357,434 MBytes/Sec,123 MBytes/Sec,97 MBytes/Sec,16 MBytes/Sec
1201,6541,SAMSUNG MZ7TE128HMGR-00000,119.2 GB,"2,118",7157,40.74,$51.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7TE128HMGR-00000&id=7463,393 MBytes/Sec,107 MBytes/Sec,65 MBytes/Sec,19 MBytes/Sec
1202,6544,SAMSUNG MZ7TE128HMGR-000L1,119.2 GB,"2,460",6746,153.85,$15.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7TE128HMGR-000L1&id=7499,465 MBytes/Sec,122 MBytes/Sec,97 MBytes/Sec,19 MBytes/Sec
1203,6548,SAMSUNG MZ7TE256HMHP-00000,238.5 GB,"2,625",6502,21.0,$125.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7TE256HMHP-00000&id=8154,437 MBytes/Sec,205 MBytes/Sec,98 MBytes/Sec,21 MBytes/Sec
1204,6551,SAMSUNG MZ7TE256HMHP-000H1,238.5 GB,"2,823",6181,19.47,$145.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7TE256HMHP-000H1&id=9525,458 MBytes/Sec,219 MBytes/Sec,112 MBytes/Sec,20 MBytes/Sec
1205,6554,SAMSUNG MZ7TE256HMHP-000L7,238.5 GB,"2,835",6156,20.37,$139.19*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7TE256HMHP-000L7&id=7951,462 MBytes/Sec,215 MBytes/Sec,115 MBytes/Sec,22 MBytes/Sec
1206,6575,SAMSUNG MZ7WD240HAFV-00003,223.6 GB,"3,220",5412,35.78,$90.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7WD240HAFV-00003&id=8114,NA,NA,NA,NA
1207,6576,SAMSUNG MZ7WD240HCFV-00003,223.6 GB,"2,971",5897,24.13,$123.14*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7WD240HCFV-00003&id=10347,NA,NA,NA,NA
1208,6582,SAMSUNG MZ7WD480HCGM-00003,447.1 GB,"3,806",4251,12.34,$308.37*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZ7WD480HCGM-00003&id=8957,NA,NA,NA,NA
1209,6606,SAMSUNG MZFLV128HCGR-000MV,119.2 GB,"3,789",4286,140.6,$26.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZFLV128HCGR-000MV&id=12681,700 MBytes/Sec,149 MBytes/Sec,210 MBytes/Sec,24 MBytes/Sec
1210,6607,SAMSUNG MZFLV256HCHP-000MV,238.5 GB,"6,822",2832,109.34,$62.39*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZFLV256HCHP-000MV&id=12561,"1,269 MBytes/Sec",298 MBytes/Sec,358 MBytes/Sec,26 MBytes/Sec
1211,6630,SAMSUNG MZMTD128HAFV-00000,119.2 GB,"2,136",7136,27.04,$79.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZMTD128HAFV-00000&id=4485,NA,NA,NA,NA
1212,6631,SAMSUNG MZMTD128HAFV-00004,119.2 GB,"2,231",7023,32.47,$68.72*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZMTD128HAFV-00004&id=6013,NA,NA,NA,NA
1213,6632,SAMSUNG MZMTD128HAFV-000H1,119.2 GB,"2,131",7142,31.03,$68.69*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZMTD128HAFV-000H1&id=6300,399 MBytes/Sec,114 MBytes/Sec,73 MBytes/Sec,14 MBytes/Sec
1214,6633,SAMSUNG MZMTD128HAFV-000L1,119.2 GB,"2,224",7028,32.2,$69.06*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZMTD128HAFV-000L1&id=5012,408 MBytes/Sec,119 MBytes/Sec,88 MBytes/Sec,15 MBytes/Sec
1215,6636,SAMSUNG MZMTD256HAGM-00000,238.5 GB,"2,452",6755,12.32,$199.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZMTD256HAGM-00000&id=6481,NA,NA,NA,NA
1216,6639,SAMSUNG MZMTD256HAGM-000L1,238.5 GB,"2,668",6426,38.14,$69.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZMTD256HAGM-000L1&id=3938,429 MBytes/Sec,203 MBytes/Sec,114 MBytes/Sec,19 MBytes/Sec
1217,6642,SAMSUNG MZMTD512HAGL-00000,476.9 GB,"2,758",6289,11.03,$249.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZMTD512HAGL-00000&id=4510,NA,NA,NA,NA
1218,6646,SAMSUNG MZMTE128HMGR-00000,119.2 GB,"2,343",6900,34.01,$68.89*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZMTE128HMGR-00000&id=7737,435 MBytes/Sec,112 MBytes/Sec,88 MBytes/Sec,17 MBytes/Sec
1219,6648,SAMSUNG MZMTE128HMGR-000H1,119.2 GB,"2,255",6996,32.53,$69.32*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZMTE128HMGR-000H1&id=7586,NA,NA,NA,NA
1220,6650,SAMSUNG MZMTE128HMGR-000MV,119.2 GB,"2,395",6828,66.56,$35.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZMTE128HMGR-000MV&id=7698,458 MBytes/Sec,118 MBytes/Sec,85 MBytes/Sec,18 MBytes/Sec
1221,6652,SAMSUNG MZMTE256HMHP-00000,238.5 GB,"3,191",5466,21.42,$149.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZMTE256HMHP-00000&id=6256,516 MBytes/Sec,247 MBytes/Sec,130 MBytes/Sec,24 MBytes/Sec
1222,6654,SAMSUNG MZMTE256HMHP-000L1,238.5 GB,"2,661",6445,35.48,$75.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZMTE256HMHP-000L1&id=7258,479 MBytes/Sec,166 MBytes/Sec,94 MBytes/Sec,20 MBytes/Sec
1223,6656,SAMSUNG MZMTE512HMHP-00000,476.9 GB,"3,081",5687,12.32,$249.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZMTE512HMHP-00000&id=6769,NA,NA,NA,NA
1224,6657,SAMSUNG MZMTE512HMHP-000L1,476.9 GB,"2,826",6166,9.42,$299.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZMTE512HMHP-000L1&id=7570,NA,NA,NA,NA
1225,6658,SAMSUNG MZMTE512HMHP-000MV,476.9 GB,"3,212",5422,12.85,$249.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZMTE512HMHP-000MV&id=7791,490 MBytes/Sec,282 MBytes/Sec,120 MBytes/Sec,24 MBytes/Sec
1226,6660,SAMSUNG MZNLF128HCHP-00004,119.2 GB,"2,368",6865,45.1,$52.52*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLF128HCHP-00004&id=9939,497 MBytes/Sec,109 MBytes/Sec,69 MBytes/Sec,12 MBytes/Sec
1227,6662,SAMSUNG MZNLF128HCHP-000H1,119.2 GB,"2,470",6726,47.15,$52.39*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLF128HCHP-000H1&id=10630,500 MBytes/Sec,113 MBytes/Sec,71 MBytes/Sec,13 MBytes/Sec
1228,6666,SAMSUNG MZNLN128HAHQ-00000,119.2 GB,"3,124",5614,60.4,$51.73*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLN128HAHQ-00000&id=15290,510 MBytes/Sec,162 MBytes/Sec,174 MBytes/Sec,40 MBytes/Sec
1229,6667,SAMSUNG MZNLN128HAHQ-000H1,119.2 GB,"3,058",5731,61.18,$49.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLN128HAHQ-000H1&id=15718,496 MBytes/Sec,160 MBytes/Sec,180 MBytes/Sec,37 MBytes/Sec
1230,6668,SAMSUNG MZNLN128HAHQ-000L1,119.2 GB,"3,249",5358,62.14,$52.28*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLN128HAHQ-000L1&id=15732,512 MBytes/Sec,151 MBytes/Sec,190 MBytes/Sec,38 MBytes/Sec
1231,6675,SAMSUNG MZNLN128HCGR-000L2,119.2 GB,"3,000",5840,57.39,$52.28*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLN128HCGR-000L2&id=10766,517 MBytes/Sec,148 MBytes/Sec,156 MBytes/Sec,25 MBytes/Sec
1232,6685,SAMSUNG MZNLN256HCHP-00000,238.5 GB,"3,708",4437,66.22,$56.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLN256HCHP-00000&id=10556,508 MBytes/Sec,265 MBytes/Sec,242 MBytes/Sec,31 MBytes/Sec
1233,6686,SAMSUNG MZNLN256HCHP-000H1,238.5 GB,"3,743",4365,32.63,$114.70*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLN256HCHP-000H1&id=11644,516 MBytes/Sec,281 MBytes/Sec,250 MBytes/Sec,30 MBytes/Sec
1234,6688,SAMSUNG MZNLN256HCHP-000L2,238.5 GB,"3,781",4298,50.42,$74.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLN256HCHP-000L2&id=10640,516 MBytes/Sec,281 MBytes/Sec,248 MBytes/Sec,32 MBytes/Sec
1235,6691,SAMSUNG MZNLN256HMHQ-00000,238.5 GB,"3,938",4021,47.26,$83.32*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLN256HMHQ-00000&id=12829,514 MBytes/Sec,313 MBytes/Sec,252 MBytes/Sec,45 MBytes/Sec
1236,6698,SAMSUNG MZNLN512HMJP 512GB,476.9 GB,"4,566",3231,15.74,$290.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNLN512HMJP%20512GB&id=12267,516 MBytes/Sec,463 MBytes/Sec,292 MBytes/Sec,40 MBytes/Sec
1237,6700,SAMSUNG MZNTD128HAGM-00000,119.2 GB,"2,459",6750,86.52,$28.42*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTD128HAGM-00000&id=5535,483 MBytes/Sec,122 MBytes/Sec,92 MBytes/Sec,15 MBytes/Sec
1238,6702,SAMSUNG MZNTD128HAGM-000L1,119.2 GB,"2,529",6635,50.58,$49.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTD128HAGM-000L1&id=7101,487 MBytes/Sec,120 MBytes/Sec,90 MBytes/Sec,17 MBytes/Sec
1239,6704,SAMSUNG MZNTD256HAGL-00000,238.5 GB,"2,857",6115,34.92,$81.83*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTD256HAGL-00000&id=5435,478 MBytes/Sec,212 MBytes/Sec,112 MBytes/Sec,17 MBytes/Sec
1240,6710,SAMSUNG MZNTE128HMGR-00000,119.2 GB,"2,581",6577,17.32,$149.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTE128HMGR-00000&id=8884,494 MBytes/Sec,123 MBytes/Sec,102 MBytes/Sec,19 MBytes/Sec
1241,6716,SAMSUNG MZNTE256HMHP-00000,238.5 GB,"2,797",6234,22.31,$125.39*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTE256HMHP-00000&id=6707,NA,NA,NA,NA
1242,6717,SAMSUNG MZNTE256HMHP-000H1,238.5 GB,"2,891",6053,34.59,$83.56*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTE256HMHP-000H1&id=7478,507 MBytes/Sec,200 MBytes/Sec,105 MBytes/Sec,20 MBytes/Sec
1243,6719,SAMSUNG MZNTE256HMHP-000L2,238.5 GB,"2,791",6250,33.27,$83.88*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTE256HMHP-000L2&id=8439,NA,NA,NA,NA
1244,6722,SAMSUNG MZNTE512HMJH-00000,476.9 GB,"3,159",5521,31.6,$99.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTE512HMJH-00000&id=7777,512 MBytes/Sec,240 MBytes/Sec,119 MBytes/Sec,24 MBytes/Sec
1245,6723,SAMSUNG MZNTE512HMJH-000H1,476.9 GB,"3,632",4577,25.13,$144.56*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTE512HMJH-000H1&id=9502,523 MBytes/Sec,366 MBytes/Sec,125 MBytes/Sec,23 MBytes/Sec
1246,6730,SAMSUNG MZNTY128HDHP-00000,119.2 GB,"2,955",5929,56.52,$52.29*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTY128HDHP-00000&id=12402,497 MBytes/Sec,203 MBytes/Sec,106 MBytes/Sec,32 MBytes/Sec
1247,6731,SAMSUNG MZNTY128HDHP-000H1,119.2 GB,"2,997",5852,57.76,$51.89*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTY128HDHP-000H1&id=12537,506 MBytes/Sec,196 MBytes/Sec,113 MBytes/Sec,33 MBytes/Sec
1248,6733,SAMSUNG MZNTY128HDHP-000L2,119.2 GB,"3,384",5061,64.71,$52.29*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTY128HDHP-000L2&id=12979,526 MBytes/Sec,274 MBytes/Sec,122 MBytes/Sec,26 MBytes/Sec
1249,6738,SAMSUNG MZNTY256HDHP-000H1,238.5 GB,"3,338",5156,41.73,$79.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTY256HDHP-000H1&id=12732,502 MBytes/Sec,271 MBytes/Sec,128 MBytes/Sec,35 MBytes/Sec
1250,6739,SAMSUNG MZNTY256HDHP-000L2,238.5 GB,"3,234",5388,38.78,$83.38*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZNTY256HDHP-000L2&id=12695,529 MBytes/Sec,240 MBytes/Sec,117 MBytes/Sec,32 MBytes/Sec
1251,6783,SAMSUNG MZVLV128HCGR-00000,119.2 GB,"3,936",4029,62.47,$63.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZVLV128HCGR-00000&id=13022,731 MBytes/Sec,151 MBytes/Sec,203 MBytes/Sec,24 MBytes/Sec
1252,6786,SAMSUNG MZYLF128HCHP-000L2,119.2 GB,"2,210",7057,54.92,$40.23*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZYLF128HCHP-000L2&id=10146,437 MBytes/Sec,108 MBytes/Sec,67 MBytes/Sec,13 MBytes/Sec
1253,6788,SAMSUNG MZYTE128HMGR-000L2,119.2 GB,"2,464",6740,61.49,$40.07*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZYTE128HMGR-000L2&id=9651,NA,NA,NA,NA
1254,6791,SAMSUNG MZYTY128HDHP-000L2,119.2 GB,"2,880",6077,70.59,$40.80*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20MZYTY128HDHP-000L2&id=12641,485 MBytes/Sec,192 MBytes/Sec,101 MBytes/Sec,31 MBytes/Sec
1255,6794,Samsung PM863 960GB,894.3 GB,"4,942",3032,6.42,$770.19,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM863%20960GB&id=14873,512 MBytes/Sec,456 MBytes/Sec,420 MBytes/Sec,33 MBytes/Sec
1256,6795,SAMSUNG PM871 512GB,476.9 GB,"4,241",3556,33.93,$125.00,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20PM871%20512GB&id=10420,515 MBytes/Sec,406 MBytes/Sec,276 MBytes/Sec,32 MBytes/Sec
1257,6796,Samsung PM951 128GB NVMe,119.2 GB,"3,843",4182,47.2,$81.42*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM951%20128GB%20NVMe&id=10022,729 MBytes/Sec,147 MBytes/Sec,192 MBytes/Sec,25 MBytes/Sec
1258,6798,Samsung PM951 256GB NVMe,238.5 GB,"6,769",2837,307.81,$21.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM951%20256GB%20NVMe&id=10645,"1,275 MBytes/Sec",283 MBytes/Sec,335 MBytes/Sec,32 MBytes/Sec
1259,6799,Samsung PM951 512GB NVMe,476.9 GB,"8,698",2656,306.91,$28.34,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM951%20512GB%20NVMe&id=10515,"1,421 MBytes/Sec",540 MBytes/Sec,497 MBytes/Sec,35 MBytes/Sec
1260,6800,Samsung PM961 128GB NVMe,119.2 GB,"11,306",2315,235.99,$47.91*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM961%20128GB%20NVMe&id=12978,"2,340 MBytes/Sec",600 MBytes/Sec,240 MBytes/Sec,53 MBytes/Sec
1261,6801,Samsung PM961 1TB NVMe,953.9 GB,"16,777",1489,70.79,$237.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM961%201TB%20NVMe&id=12094,"2,531 MBytes/Sec","1,424 MBytes/Sec",819 MBytes/Sec,66 MBytes/Sec
1262,6802,Samsung PM961 256GB NVMe,238.5 GB,"14,270",1829,620.72,$22.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM961%20256GB%20NVMe&id=12734,"2,420 MBytes/Sec",924 MBytes/Sec,704 MBytes/Sec,64 MBytes/Sec
1263,6803,Samsung PM961 512GB NVMe,476.9 GB,"16,414",1530,643.67,$25.50,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM961%20512GB%20NVMe&id=13923,"2,392 MBytes/Sec","1,358 MBytes/Sec",879 MBytes/Sec,65 MBytes/Sec
